FastaHeader	CAI
NM_177452.3	0.17283454365515302
NM_203390.2	0.1730825768355872
NM_006452.3	0.15592438800734576
NM_005153.2	0.22498831059551344
NM_004459.6	0.18857957742533915
NM_032364.5	0.2440321623861996
NM_004328.4	0.3264133128947715
NM_003588.3	0.158746739463657
NM_001080452.1	0.522588296931359
NM_004819.2	0.5049459166929516
NM_017974.3	0.23932893991825502
NM_014866.1	0.2853012208298728
NM_016484.4	0.27611206249595527
NM_013329.3	0.17087273962743427
NM_015167.2	0.3194882537844738
NM_016287.3	0.21526922284625277
NM_015836.3	0.25095471910626993
NM_014789.3	0.23604116063575334
NM_021994.2	0.16376074335157353
NM_014982.2	0.18434838993934932
NM_002270.3	0.1534274828245951
NM_002804.4	0.41767183257801566
NM_005930.3	0.12761432068582684
NM_004685.3	0.15930808337434638
NM_006197.3	0.1345993696618284
NM_194280.3	0.3372620525137137
NM_001083614.1	0.4188500099125734
NM_003683.5	0.409091092133795
NM_014574.3	0.1399030072811001
NM_017787.4	0.37160462296904884
NM_017706.4	0.35024674234747816
NM_007282.4	0.14281586468713273
NM_001039590.2	0.13820361825148988
NM_015601.3	0.1334373346266624
NM_018139.2	0.2919107241532185
NM_022495.5	0.12342238317855835
NM_001085458.1	0.2387040431621188
NM_021090.3	0.27213512172768883
NM_032125.2	0.4810246847363262
NM_014551.4	0.4612740780309505
NM_004966.3	0.3330408479783324
NM_020727.4	0.2012078558170475
NM_004087.2	0.1404570548320952
NM_019054.2	0.12308340771537407
NM_152383.4	0.32713639036756226
NM_030912.2	0.5928972065393153
NM_018358.2	0.3543586433073118
NM_024691.3	0.20059037701493185
NM_144636.2	0.2617132055136556
NM_003481.2	0.4212626551814217
NM_006410.4	0.2107317328093371
NM_003457.3	0.1605540832243577
NM_004639.3	0.3038251647520942
NM_021934.4	0.5131357316195493
NM_021215.3	0.2320499468943652
NM_013318.3	0.35030643788438587
NM_032127.3	0.3201252196653528
NM_020218.1	0.3376093316595719
NM_015038.1	0.21106949976656045
NM_022489.3	0.5365836088044238
NM_012412.4	0.24723419577736766
NM_001689.4	0.19680892165259017
NM_004491.4	0.24778753335935866
NM_001099402.1	0.2667825825103312
NM_003969.3	0.5166214443092119
NM_173620.2	0.39751161711385213
NM_053041.2	0.2743003180702368
NM_016068.2	0.4975995641360396
NM_020151.3	0.31213727192598106
NM_014247.2	0.1818266620815347
NM_021241.2	0.46316505063502134
NM_152440.4	0.32257339434799065
NM_019557.5	0.2573874849311086
NM_001987.4	0.3189153796938624
NM_005138.2	0.46574154147412306
NM_032731.3	0.2833971446135126
NM_001099692.1	0.32300755006923126
NM_024945.2	0.10542956966399417
NM_024054.2	0.16886045483547366
NM_018348.5	0.14823450534968108
NM_013400.3	0.5480070229007211
NM_007145.2	0.2167222990040089
NM_001205.2	0.24818389889961506
NM_006839.2	0.1747502561730009
NM_003685.2	0.38500262836428345
NM_017822.3	0.20805133310857252
NM_001100418.1	0.5180032149037233
NM_015666.3	0.3743276274698037
NM_153369.2	0.16316766042669378
NM_175918.3	0.36547945819886735
NM_002650.2	0.49048989089714856
NM_013235.4	0.2096099867844594
NM_003680.3	0.29943058971561987
NM_002384.2	0.3211739599230617
NM_014593.3	0.4323216611975649
NM_002137.3	0.1522077920596829
NM_025073.2	0.23613366095354205
NM_000380.3	0.16326400208031835
NM_003115.4	0.1763877828649058
NM_002812.4	0.4462287207897256
NM_014920.3	0.21856040237283073
NM_052870.2	0.5431336777697546
NM_006413.4	0.14504685259311292
NM_014887.2	0.13801345331919462
NM_001080501.2	0.3600187417305226
NM_017956.3	0.22211578091438938
NM_015885.3	0.1358984757610911
NM_024742.2	0.38004922426999926
NM_000179.2	0.17467020106038172
NM_014758.2	0.24852382512914575
NM_014520.3	0.4894408331992422
NM_014155.4	0.17429670401734476
NM_006930.3	0.18134572329451307
NM_004992.3	0.38409343461638795
NM_001261.3	0.5121188235043352
NM_003169.3	0.43952098588788696
NM_004550.4	0.2759576326012254
NM_000268.3	0.337401292131163
NM_006384.3	0.42745636496928857
NM_001113202.1	0.17622863643965755
NM_000107.2	0.3486674794225114
NM_014742.3	0.41615985788585874
NM_001113363.1	0.25742869523924267
NM_024571.3	0.3712597656951873
NM_002764.3	0.24254386011119553
NM_007103.3	0.44293167703120107
NM_181725.3	0.2384712967443203
NM_015453.2	0.1489819008032085
NM_015578.2	0.16270864917999417
NM_014415.3	0.15574350080238056
NM_003443.2	0.5317217131364522
NM_000416.2	0.1542514152260746
NM_001698.2	0.18085645608913686
NM_022061.3	0.3413569779045631
NM_014175.3	0.1772315506660158
NM_024540.3	0.3164434762270546
NM_178336.2	0.23331638443450275
NM_181441.2	0.49170834917350015
NM_016491.3	0.2970160341769168
NM_002755.3	0.3192741178965406
NM_002294.2	0.18147296031146815
NM_016567.3	0.18411814021244824
NM_016055.5	0.20666689608227973
NM_000252.2	0.15448927892351147
NM_002454.2	0.16835188126155382
NM_001122672.1	0.4944083550593684
NM_006502.2	0.19353117226779426
NM_016176.3	0.5884555236358446
NM_003011.3	0.16692491183520095
NM_012087.3	0.44732111115679574
NM_015929.3	0.13511514074683767
NM_002973.3	0.2199178388013983
NM_001123040.1	0.28133306894019144
NM_022455.4	0.19261644606144726
NM_014950.2	0.15021406202356533
NM_012123.3	0.1743078141708539
NM_002721.4	0.16002277887184813
NM_005520.2	0.18880374082669
NM_003850.2	0.1379401974428265
NM_032382.4	0.3987695039701905
NM_015084.2	0.19536042160343103
NM_005830.3	0.17017549439410917
NM_004337.2	0.12635803045421054
NM_016071.3	0.21981435530830185
NM_001105.4	0.22679938650075726
NM_030662.3	0.542062208116543
NM_002693.2	0.4158445266244792
NM_003331.4	0.4895776971693944
NM_003418.4	0.25204155761016367
NM_014140.3	0.29737487302577875
NM_006224.3	0.3094452069316341
NM_017900.2	0.4897881243804456
NM_019594.3	0.647679606442328
NM_138385.3	0.5419617614348337
NM_018077.2	0.24164747975408282
NM_015384.4	0.13193925121072483
NM_000434.3	0.3673549327011418
NM_002880.3	0.24942139860239784
NM_001128144.1	0.11367282816401492
NM_032822.2	0.46761617076256445
NM_018289.3	0.2972494275257537
NM_153331.3	0.2156643972188987
NM_018109.3	0.16076605511777795
NM_024326.3	0.5011838341774097
NM_014977.3	0.2386528878343302
NM_018241.2	0.1337213899711692
NM_017622.2	0.44627077700873863
NM_001128591.1	0.45939258478505063
NM_173348.1	0.17644769573077992
NM_002577.4	0.18313321943976446
NM_003072.3	0.503723473336417
NM_005016.5	0.26845819562263923
NM_006114.2	0.4447254714295332
NM_005871.3	0.15381378218944372
NM_138496.1	0.5262128912764675
NM_002766.2	0.2706963755300654
NM_003992.4	0.4124597214675797
NM_003624.2	0.34361342604292483
NM_005528.3	0.41015812989463596
NM_013333.3	0.4766979937086031
NM_005548.2	0.2708958651143425
NM_031213.3	0.631590182625746
NM_020781.3	0.3051710733929883
NM_002041.4	0.12047436640726696
NM_032493.3	0.5904644645384967
NM_006620.3	0.14331622582027212
NM_000117.2	0.36276482256339504
NM_003861.2	0.3052401139934151
NM_003729.3	0.15204776797036687
NM_003971.5	0.17394743724658207
NM_000400.3	0.522253948011958
NM_005359.5	0.16877206535783373
NM_003363.3	0.25523474624215914
NM_000319.4	0.3195788380459762
NM_032280.2	0.15188751524604077
NM_006328.3	0.3534835251792756
NM_002857.3	0.27433920141567214
NM_014805.3	0.19168622064660745
NM_004322.3	0.47941243118697086
NM_018374.3	0.14160365145380777
NM_005751.4	0.1182751722340767
NM_005735.3	0.4308439048756284
NM_007106.3	0.14549317854789845
NM_032302.3	0.4577126742912224
NM_016827.2	0.3529094811915371
NM_003707.2	0.3167288757951877
NM_017724.2	0.16617260956171312
NM_018106.3	0.2554612908089156
NM_032350.5	0.4568270401483947
NM_007373.3	0.14446777588265955
NM_003901.3	0.249880335502304
NM_017548.4	0.2324121791827821
NM_014159.6	0.15621736382749116
NM_013319.2	0.41828909195414343
NM_174908.3	0.21501320630245757
NM_032213.4	0.29796879653156577
NM_003477.2	0.1678487934204631
NM_005927.4	0.19231182399979918
NM_002752.4	0.1795081336277992
NM_003584.2	0.17491308571268682
NM_000754.3	0.5642664667602125
NM_016598.2	0.3585553705485546
NM_004504.4	0.1824830634426065
NM_005644.3	0.24179416281494714
NM_152409.3	0.19522639943998088
NM_003198.2	0.2671529453618315
NM_003557.2	0.23769463471128344
NM_016221.3	0.23655821303591393
NM_138436.3	0.17501690849379936
NM_018129.3	0.3569011510086191
NM_001007561.2	0.36004772382872674
NM_007265.2	0.1767223034353676
NM_173802.3	0.19023039544659487
NM_181785.3	0.1359359143785477
NM_002004.3	0.365651058970859
NM_024301.4	0.579592371209975
NM_004343.3	0.4379855362087031
NM_014910.4	0.17911463344859307
NM_016263.3	0.5680524535974446
NM_024710.2	0.5122663587559015
NM_138442.3	0.5807124896781808
NM_014929.3	0.15614751530815352
NM_017602.3	0.35582682980240926
NM_000244.3	0.4844283204576017
NM_017739.3	0.39491534723131844
NM_001136498.1	0.5192396407457546
NM_020960.4	0.24389696344526307
NM_002893.3	0.18058244604356302
NM_016238.2	0.2120893899635576
NM_005745.7	0.35228179851586106
NM_001026.4	0.2250612934749745
NM_020474.3	0.16369719879370076
NM_021253.3	0.3055206793581658
NM_021824.3	0.20915835337400174
NM_006978.2	0.32966636013188405
NM_001350.4	0.30318802904850967
NM_031208.3	0.4581659062546072
NM_004757.3	0.1549882008801923
NM_005870.4	0.27064258984880074
NM_032355.3	0.4344141183212937
NM_003824.3	0.48235143976643235
NM_032121.5	0.18414275929738422
NM_024811.3	0.2556133718860877
NM_031434.3	0.45092606905792926
NM_014223.4	0.3281810696432454
NM_001142623.1	0.3774512520300264
NM_018256.3	0.17677052418233033
NM_001142641.1	0.5616401665378701
NM_023947.3	0.46160413944869194
NM_006595.3	0.14133259726783343
NM_182755.2	0.21852880576389683
NM_024056.3	0.2901245340572625
NM_016488.6	0.17940561714694478
NM_005439.2	0.3975670807849164
NM_001143681.1	0.4158941759373918
NM_001143909.1	0.22611658886675517
NM_018081.2	0.341972803626732
NM_013342.3	0.3559406770462259
NM_001144831.1	0.38460544401178715
NM_016451.4	0.14002959105709892
NM_177967.3	0.2596420474523167
NM_021645.5	0.2277199345979664
NM_002786.3	0.14004646277299307
NM_003156.3	0.3817940949069218
NM_002077.3	0.23927102297543218
NM_032478.3	0.4688123873839266
NM_006395.2	0.2181668625567741
NM_033546.3	0.2995446389326162
NM_020234.5	0.12042664330560023
NM_006196.3	0.35899058467380573
NM_001293.2	0.18228630944352092
NM_001145078.1	0.2610678225883234
NM_031304.4	0.6406462577885376
NM_014017.3	0.4266625086878143
NM_002635.3	0.23367313415384755
NM_024327.2	0.483838914769658
NM_033408.3	0.3957863748120043
NM_012432.3	0.2669226634077688
NM_033557.3	0.4956615127130591
NM_198243.2	0.18972644075026013
NM_001001655.2	0.29539611973136315
NM_020706.2	0.1785723282712499
NM_053052.3	0.34346397898786224
NM_012201.5	0.2767388626219488
NM_017895.7	0.31911223242120196
NM_001145769.1	0.2946664949551625
NM_001145783.1	0.6356703895179473
NM_015560.2	0.13952997010040696
NM_005500.2	0.2570396879298208
NM_080604.2	0.4010057964646998
NM_030794.2	0.12991969817805576
NM_001077701.2	0.12442426481745303
NM_002093.3	0.1897095278916879
NM_001146160.1	0.113795133486943
NM_032370.2	0.45976320831371215
NM_032937.4	0.27611315416156434
NM_022771.4	0.1311103455402754
NM_001146106.1	0.18662889108616332
NM_022830.2	0.30895808564494553
NM_004187.3	0.3760327440569377
NM_014966.3	0.42791771766772674
NM_032547.2	0.13786711178450914
NM_000365.5	0.3684900491966725
NM_005389.2	0.19534431550238562
NM_000858.5	0.5574537629924837
NM_006372.4	0.14001618629330054
NM_138369.2	0.33843603116933724
NM_138793.3	0.550978284360846
NM_006824.2	0.2736183820553865
NM_031485.3	0.4855559468937616
NM_001033002.3	0.2920728249016884
NM_031472.3	0.36817987500556215
NM_145029.3	0.3310649340038141
NM_005782.3	0.36884951078508565
NM_024520.2	0.2479197046997237
NM_023007.2	0.4655604134102551
NM_018844.3	0.13397740324560664
NM_002719.3	0.1854221636727168
NM_199203.2	0.32457700550095975
NM_005198.4	0.37105554778133437
NM_019610.5	0.13953209496345667
NM_001039618.2	0.42051465445090386
NM_001034841.3	0.4355075472998375
NM_018379.4	0.3228727700392663
NM_005243.3	0.24920307702579525
NM_001163380.1	0.24598928042236823
NM_025230.4	0.3227076288228039
NM_015726.3	0.29424020805324
NM_144604.3	0.35920101991185827
NM_001163315.2	0.3232050902756546
NM_152348.3	0.5352954521875032
NM_018312.4	0.17926322727242883
NM_014393.2	0.15640959958420095
NM_006107.3	0.136223089412778
NM_018285.3	0.5709602559288438
NM_173471.3	0.1788319016167944
NM_020536.4	0.2255357567423335
NM_199290.3	0.1755333470323786
NM_001165946.1	0.2008662473269346
NM_001017980.3	0.23790532487833246
NM_001127.3	0.5131125992880876
NM_001983.3	0.40722418749963435
NM_001166104.1	0.20424163049375282
NM_006702.4	0.4882418914548247
NM_025136.3	0.5577316895250694
NM_004553.4	0.32089242197697865
NM_017861.3	0.1941984057836563
NM_017815.2	0.27520997945091275
NM_152912.4	0.16334890717684902
NM_032862.4	0.6193142904434161
NM_013444.3	0.27836571735518073
NM_021210.4	0.4095447299598677
NM_138362.3	0.18839376575376018
NM_003190.4	0.3664774810622823
NM_000249.3	0.21607503006582532
NM_025160.6	0.18253535077581154
NM_007156.4	0.368877866290667
NM_018035.2	0.4327514752197532
NM_145203.5	0.25149450639500215
NM_017830.3	0.13288837469721346
NM_003309.3	0.32885975837496995
NM_022838.3	0.16765484501924854
NM_138575.3	0.46869853271866124
NM_020920.3	0.21694601112315945
NM_022737.2	0.4810530355565291
NM_016085.4	0.2512069518139783
NM_032440.3	0.18148358520303606
NM_032889.4	0.3129661389070369
NM_001170569.1	0.28178584343779595
NM_015990.4	0.14585625654587597
NM_000274.3	0.17300117708156312
NM_021203.3	0.23277278209482222
NM_138701.3	0.2710420483300417
NM_001172574.1	0.16151583910171818
NM_012233.2	0.16285640405745175
NM_006560.3	0.2601623781608718
NM_032584.2	0.1726860926966036
NM_033410.3	0.5344860508816629
NM_016302.3	0.15646562592419855
NM_005726.5	0.2578198335627371
NM_001173533.1	0.4621268852106524
NM_005653.4	0.2003960367706967
NM_173156.2	0.21583709966579737
NM_018094.4	0.195605890223904
NM_013274.3	0.34351033993294633
NM_001077399.2	0.40119893030489995
NM_144588.6	0.40456115949187094
NM_144660.2	0.17926183683072305
NM_005833.3	0.23857984801506937
NM_015513.4	0.4121249794823487
NM_003848.3	0.20539810537621936
NM_005732.3	0.14022482554419327
NM_004630.3	0.3133144773346873
NM_030640.2	0.27264001101270374
NM_003421.2	0.16588528457558474
NM_005470.3	0.18320488069516416
NM_017782.4	0.15204771651161275
NM_024741.2	0.3846503691679739
NM_024116.3	0.12342712166273766
NM_005327.4	0.2869896765194555
NM_015255.2	0.14826492625447596
NM_001032284.2	0.1977583378491001
NM_030922.6	0.1746184972155457
NM_007229.3	0.46818864342277977
NM_002488.4	0.3251139579648784
NM_013373.3	0.487929625180878
NM_018657.4	0.1499987147368394
NM_012171.2	0.4606805411812676
NM_025133.4	0.12750743464797146
NM_001190316.1	0.3828439128857951
NM_015684.3	0.29322070400845274
NM_139279.5	0.24175092495491354
NM_015269.2	0.1456087664343547
NM_172350.2	0.16099840936147158
NM_000143.3	0.17120287150394867
NM_004945.3	0.48617722528889057
NM_002311.4	0.31695419512579603
NM_021174.5	0.356656603762049
NM_013316.3	0.19314344803641245
NM_002726.4	0.2411508108863876
NM_017751.4	0.4230140099742249
NM_012470.3	0.18968143419966946
NM_014933.3	0.17871012474749584
NM_017841.2	0.23647372342727246
NM_006800.3	0.22765686870684457
NM_005455.4	0.1398883306841165
NM_017657.4	0.13990482857609857
NM_014639.3	0.13494269770078757
NM_013263.4	0.19846162020052896
NM_018135.3	0.31831478556975046
NM_012346.4	0.41176089066645266
NM_018199.3	0.29522515926431203
NM_022105.4	0.3196717977271375
NM_021131.4	0.39976842186442785
NM_007176.3	0.29501886989361537
NM_033257.3	0.5244238069924214
NM_016213.4	0.2068443178863133
NM_024583.4	0.14089056148039375
NM_013335.3	0.3647874179737127
NM_018310.3	0.2927482514228467
NM_012161.3	0.1600561681132336
NM_001193612.1	0.1819548611829549
NM_004953.4	0.292675899666848
NM_152269.4	0.20977386687846855
NM_001751.5	0.3264478855693348
NM_006112.3	0.3103665760605284
NM_001080496.2	0.2576306077951718
NM_001195098.1	0.146657684078132
NM_023010.3	0.17098227396756005
NM_175069.2	0.24544094649538883
NM_017849.3	0.4367379656500819
NM_004568.5	0.3116355101637441
NM_024598.3	0.40285221632238855
NM_004251.4	0.17774398374164393
NM_003016.4	0.4643403111084119
NM_006077.3	0.2211329723872716
NM_014666.3	0.2123174027226581
NM_032449.2	0.37638209438603687
NM_001195605.1	0.5999062695266695
NM_021622.4	0.1743235392932896
NM_006048.4	0.2433159519603062
NM_014248.3	0.29685663208274904
NM_001195628.1	0.23622650366735698
NM_032527.4	0.4591502229999701
NM_004738.4	0.212925093242466
NM_001195752.1	0.39011546802123254
NM_020690.5	0.15520439990519375
NM_001550.3	0.16859040441794781
NM_175614.4	0.425200222725009
NM_002552.4	0.12039277791720882
NM_001018136.2	0.35993803521993367
NM_002512.3	0.40256785262165057
NM_001040664.2	0.5489766429611908
NM_003362.3	0.2821088877200645
NM_002896.3	0.3271252178153038
NM_001198845.1	0.3595349542697987
NM_003591.3	0.14697754829840992
NM_080655.2	0.250949637582145
NM_003760.4	0.18368608186741964
NM_005186.3	0.5222567247878698
NM_003915.5	0.3359190698820068
NM_015545.3	0.4712842283273806
NM_001198879.1	0.45243634644761954
NM_018253.3	0.24391414006466308
NM_004927.3	0.3751118104272888
NM_006428.4	0.543498486080706
NM_014078.5	0.13188315611030793
NM_001199058.1	0.3637587652273605
NM_001199119.1	0.3207032138460052
NM_006677.2	0.35257916967147096
NM_014382.3	0.14710391645451992
NM_033415.3	0.47504515772474915
NM_001625.3	0.30046316429025277
NM_000414.3	0.15741540938141876
NM_014515.5	0.16973703505570403
NM_017929.5	0.3699300529823144
NM_020701.3	0.22877470684133927
NM_004193.2	0.3042982370163052
NM_001199535.1	0.3093714481548387
NM_033107.3	0.11911912695422207
NM_015374.2	0.45149764819721855
NM_012170.3	0.1890192028543706
NM_002598.3	0.2697632276524424
NM_007221.3	0.35948830864346676
NM_001199661.1	0.31985298626980085
NM_004638.3	0.28707996284681814
NM_002713.3	0.32643521049402285
NM_001487.3	0.4293096153962355
NM_017547.3	0.32786578452487464
NM_001199816.1	0.2696564851600032
NM_138395.3	0.3317899523104184
NM_004643.3	0.33303566217070657
NM_001199864.1	0.3116648243499427
NM_031417.3	0.45098076009480936
NM_016400.3	0.2902063553050609
NM_015590.3	0.2862554450212534
NM_005859.4	0.6208591487873378
NM_001199900.1	0.5880877494968744
NM_017437.2	0.14073876545361041
NM_004242.3	0.17223549323927106
NM_004922.3	0.28867455290176675
NM_016558.3	0.447793799887738
NM_207111.3	0.24821013944174433
NM_174893.3	0.3209132275630473
NM_001004333.4	0.33224121836645704
NM_015600.4	0.3100682665225506
